DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetGeneSymbol_Entrez,TargetID_Entrez
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,MAP2K2,5605
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,BRAF,673
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,MAP2K6,5608
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,MAP2K3,5606
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,MAP2K4,6416
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,KRAS,3845
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,NRAS,4893
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,NF1,4763
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,MAP2K5,5607
cobimetinib,CHEMBL2146883,DB05239,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,PIK3CA,5290
cobimetinib fumarate,CHEMBL2364607,NA,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O.C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O.C(=C/C(=O)O)\C(=O)O,MAP2K1,5604
cobimetinib fumarate,CHEMBL2364607,NA,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O.C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O.C(=C/C(=O)O)\C(=O)O,MAP2K2,5605
cobiprostone,CHEMBL2103799,NA,CC[C@H](C)CC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,CLCN2,1181
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,HTR3B,9177
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,OPRK1,4986
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,DRD3,1814
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,SLC6A2,6530
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,SLC6A1,6529
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,SLC6A4,6532
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,SLC6A3,6531
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,SCN10A,6336
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,SCN11A,11280
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,SCN5A,6331
cocaine,CHEMBL370805,DB00907,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC,DRD1,1812
codeine,CHEMBL485,DB00318,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,OPRD1,4985
codeine,CHEMBL485,DB00318,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,OPRK1,4986
codeine,CHEMBL485,DB00318,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,OPRM1,4988
codeine,CHEMBL485,DB00318,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,CYP2D6,1565
codeine phosphate hydrate,CHEMBL1201099,NA,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.O.OP(=O)(O)O,OPRK1,4986
codeine phosphate hydrate,CHEMBL1201099,NA,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.O.OP(=O)(O)O,OPRD1,4985
codeine phosphate hydrate,CHEMBL1201099,NA,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.O.OP(=O)(O)O,OPRM1,4988
codeine polistirex,CHEMBL1201463,NA,NA,OPRK1,4986
codeine polistirex,CHEMBL1201463,NA,NA,OPRM1,4988
codeine polistirex,CHEMBL1201463,NA,NA,OPRD1,4985
codeine sulfate,CHEMBL284671,NA,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O,OPRD1,4985
codeine sulfate,CHEMBL284671,NA,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O,OPRK1,4986
codeine sulfate,CHEMBL284671,NA,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O,OPRM1,4988
coenzyme_a,CHEMBL1213327,DB01992,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CHRM5,1133
coenzyme_a,CHEMBL1213327,DB01992,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CHRM1,1128
coenzyme_a,CHEMBL1213327,DB01992,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CHRM2,1129
coenzyme_a,CHEMBL1213327,DB01992,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CHRM3,1131
coenzyme_a,CHEMBL1213327,DB01992,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CHRM4,1132
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBA3E,112714
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB8,347688
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,NTF3,4908
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,ARVD3,424
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,GFAP,2670
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB4B,10383
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB,203068
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBA1A,7846
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB2A,7280
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,SCD,6319
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,IL18,3606
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBA3D,113457
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,BDNF,627
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,MAP2,4133
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,CYP2B6,1555
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,SRI,6717
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB3,10381
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,ABCB1,5243
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,ANPEP,290
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,SLC2A4,6517
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBA1B,10376
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,RARA,5914
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBA1C,84790
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,ITGB2,3689
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,NRG1,3084
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,PIK3CG,5294
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB1,81027
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB6,84617
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBB2B,347733
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,AKR1B1P4,390402
colchicine,CHEMBL87,DB08117,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,TUBA4A,7277
colestipol hydrochloride,CHEMBL1201474,NA,NA,LDLR,3949
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL1A1,1277
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL2A1,1280
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL15A1,1306
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL1A2,1278
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL5A1,1289
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL3A1,1281
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL6A3,1293
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL6A6,131873
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL24A1,255631
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL4A2,1284
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,MMP8,4317
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL4A1,1282
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL6A2,1292
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL27A1,85301
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL11A2,1302
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL11A1,1301
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL4A3,1285
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL6A1,1291
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL4A5,1287
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL5A2,1290
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL18A1,80781
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL6A5,256076
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL5A3,50509
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL28A1,340267
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,MMP1,4312
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL4A4,1286
collagenase clostridium histolyticum,CHEMBL2108709,DB00048,NA,COL4A6,1288
combretastatin,CHEMBL246600,DB12596,COC1=C(C=C(C=C1)C[C@H](C2=CC(=C(C(=C2)OC)OC)OC)O)O,BAX,581
combretastatin,CHEMBL246600,DB12596,COC1=C(C=C(C=C1)C[C@H](C2=CC(=C(C(=C2)OC)OC)OC)O)O,BCL2,596
combretastatin a4,CHEMBL67,NA,COC1=C(C=C(C=C1)/C=C\C2=CC(=C(C(=C2)OC)OC)OC)O,TUBB3,10381
conantokin g,CHEMBL525025,NA,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C(=O)O)C(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CN,GRIN2B,2904
conantokin g,CHEMBL525025,NA,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C(=O)O)C(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CN,GRIN2A,2903
conantokin g,CHEMBL525025,NA,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C(=O)O)C(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CN,GRIN2C,2905
conatumumab,CHEMBL1743003,NA,NA,CASP8,841
conatumumab,CHEMBL1743003,NA,NA,TNFRSF10B,8795
conbercept,CHEMBL2108313,NA,NA,VEGFB,7423
conbercept,CHEMBL2108313,NA,NA,VEGFA,7422
conbercept,CHEMBL2108313,NA,NA,VEGFC,7424
conbercept,CHEMBL2108313,NA,NA,PGF,5228
conessine,CHEMBL191703,NA,C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,HRH2,3274
conessine,CHEMBL191703,NA,C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,HRH4,59340
conessine,CHEMBL191703,NA,C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,HRH1,3269
conestat alfa,CHEMBL2108350,NA,NA,C1S,716
conestat alfa,CHEMBL2108350,NA,NA,SERPING1,710
conivaptan,CHEMBL1755,DB00872,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,AVPR2,554
conivaptan,CHEMBL1755,DB00872,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,AVPR1A,552
conivaptan hydrochloride,CHEMBL1201108,NA,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6.Cl,AVPR2,554
conivaptan hydrochloride,CHEMBL1201108,NA,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6.Cl,AVPR1A,552
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3C2B,5287
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PTEN,5728
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3CA,5290
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3C2A,5286
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3R6,146850
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3R3,8503
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3CD,5293
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,KRAS,3845
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3R2,5296
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3R1,5295
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,ERBB2,2064
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3R5,23533
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3C2G,5288
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3CG,5294
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3CB,5291
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3R4,30849
copanlisib,CHEMBL3218576,DB12483,COC1=C(C=CC2=C1N=C(N3C2=NCC3)NC(=O)C4=CN=C(N=C4)N)OCCCN5CCOCC5,PIK3C3,5289
cordycepin,CHEMBL305686,DB12156,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,AVPR2,554
cordycepin,CHEMBL305686,DB12156,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,PRIM1,5557
cordycepin,CHEMBL305686,DB12156,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,GCG,2641
cordycepin,CHEMBL305686,DB12156,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,CCNA2,890
cordycepin,CHEMBL305686,DB12156,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C2N=CN=C3N)CO,DNTT,1791
corifollitropin alfa,CHEMBL2108185,NA,NA,FSHR,2492
correolide,CHEMBL311283,NA,CC([C@]12COC(=O)C=C[C@H]1[C@@]3(CC[C@@H]4[C@@]([C@H]3[C@@H]([C@@H]2OC(=O)C)OC(=O)C)([C@@H]([C@@H]([C@@]5([C@]4(CC(=C)[C@@H]6C5(O6)C(=O)OC)O)C)OC(=O)C)OC(=O)C)C)C)OC(=O)C,KCNA3,3738
cort 108297,CHEMBL271220,NA,CCOC[C@]12CC3=C(C=C1CCN(C2)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F)N(N=C3)C5=CC=C(C=C5)F,NR3C1,2908
cort 125134,CHEMBL3544957,NA,NA,NR3C1,2908
corticotropin,CHEMBL1201609,DB01285,NA,OPRK1,4986
corticotropin,CHEMBL1201609,DB01285,NA,MC3R,4159
corticotropin,CHEMBL1201609,DB01285,NA,OPRD1,4985
corticotropin,CHEMBL1201609,DB01285,NA,MC2R,4158
corticotropin,CHEMBL1201609,DB01285,NA,NR5A1,2516
corticotropin,CHEMBL1201609,DB01285,NA,MC5R,4161
corticotropin,CHEMBL1201609,DB01285,NA,LDLR,3949
corticotropin,CHEMBL1201609,DB01285,NA,TPM3,7170
corticotropin,CHEMBL1201609,DB01285,NA,NTRK2,4915
corticotropin,CHEMBL1201609,DB01285,NA,BDNF,627
corticotropin,CHEMBL1201609,DB01285,NA,MC4R,4160
corticotropin,CHEMBL1201609,DB01285,NA,TGM2,7052
corticotropin,CHEMBL1201609,DB01285,NA,CYP2D6,1565
corticotropin,CHEMBL1201609,DB01285,NA,MC1R,4157
corticotropin,CHEMBL1201609,DB01285,NA,THBS1,7057
corticotropin,CHEMBL1201609,DB01285,NA,THBS2,7058
corticotropin zinc hydroxide,CHEMBL1201609,NA,NA,MC2R,4158
cortisone,CHEMBL111861,NA,C[C@]12CC[C@H](C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,PPY,5539
cortisone,CHEMBL111861,NA,C[C@]12CC[C@H](C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,HEXB,3074
cortisone,CHEMBL111861,NA,C[C@]12CC[C@H](C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,PLA2G2A,5320
cortisone acetate,CHEMBL1650,DB01380,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,NR3C1,2908
cortisone acetate,CHEMBL1650,DB01380,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,GPR119,139760
