DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugSMILES,TargetName,Accession,TargetGeneSymbol_Entrez,Swissprot,Organism
deslanoside,CHEMBL1614,DB01078,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,Sodium/potassium-transporting ATPase,P14415,ATP1A4,AT1A4_HUMAN,Homo sapiens
deslanoside,CHEMBL1614,DB01078,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,Sodium/potassium-transporting ATPase,P50993,ATP1B1,AT1B1_HUMAN,Homo sapiens
deslanoside,CHEMBL1614,DB01078,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,Sodium/potassium-transporting ATPase,P54709,ATP1B2,AT1B2_HUMAN,Homo sapiens
deslanoside,CHEMBL1614,DB01078,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,Sodium/potassium-transporting ATPase,P54710,ATP1B3,AT1B3_HUMAN,Homo sapiens
deslanoside,CHEMBL1614,DB01078,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,Sodium/potassium-transporting ATPase,Q13733,FXYD2,ATNG_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Sodium-dependent noradrenaline transporter,P23975,SLC6A2,SC6A2_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,5-hydroxytryptamine receptor 2B,P41595,HTR2B,5HT2B_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,5-hydroxytryptamine receptor 2C,P28335,HTR2C,5HT2C_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,5-hydroxytryptamine receptor 6,P50406,HTR6,5HT6R_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Alpha-2B adrenergic receptor,P18089,ADRA2B,ADA2B_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,D(3) dopamine receptor,P35462,DRD3,DRD3_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Histamine H2 receptor,P25021,HRH2,HRH2_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Multidrug resistance protein 1,P08183,ABCB1,MDR1_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Muscarinic acetylcholine receptor M5,P08912,CHRM5,ACM5_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Muscarinic acetylcholine receptor M4,P08173,CHRM4,ACM4_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
desloratadine,CHEMBL1172,DB00967,ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
desmopressin,CHEMBL1429,NA,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,Oxytocin receptor,P30559,OXTR,OXYR_HUMAN,Homo sapiens
desmopressin,CHEMBL1429,NA,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,Vasopressin V2 receptor,P30518,AVPR2,V2R_HUMAN,Homo sapiens
desmopressin,CHEMBL1429,NA,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,Vasopressin V1a receptor,P37288,AVPR1A,V1AR_HUMAN,Homo sapiens
desmopressin,CHEMBL1429,NA,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,Vasopressin V1b receptor,P47901,AVPR1B,V1BR_HUMAN,Homo sapiens
desogestrel,CHEMBL1533,DB00304,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,Progesterone receptor,P06401,PGR,PRGR_HUMAN,Homo sapiens
desogestrel,CHEMBL1533,DB00304,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,Sex hormone-binding globulin,P04278,SHBG,SHBG_HUMAN,Homo sapiens
desonide,CHEMBL1201109,DB01260,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
desoximetasone,CHEMBL1766,DB00547,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
desoximetasone,CHEMBL1766,DB00547,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,Annexin A1,P04083,ANXA1,ANXA1_HUMAN,Homo sapiens
desoxycorticosterone acetate,CHEMBL1200542,NA,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Mineralocorticoid receptor,P08235,NR3C2,MCR_HUMAN,Homo sapiens
desoxycorticosterone pivalate,CHEMBL1200592,DB01134,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Mineralocorticoid receptor,P08235,NR3C2,MCR_HUMAN,Homo sapiens
desoxycortone,CHEMBL1498,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
desoxycortone,CHEMBL1498,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,5-hydroxytryptamine receptor 2C,P28335,HTR2C,5HT2C_HUMAN,Homo sapiens
desoxycortone,CHEMBL1498,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,Sex hormone-binding globulin,P04278,SHBG,SHBG_HUMAN,Homo sapiens
desoxycortone,CHEMBL1498,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,5-hydroxytryptamine receptor 2B,P41595,HTR2B,5HT2B_HUMAN,Homo sapiens
desoxycortone,CHEMBL1498,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
desoxycortone,CHEMBL1498,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,Mineralocorticoid receptor,P08235,NR3C2,MCR_HUMAN,Homo sapiens
desoxycortone,CHEMBL1498,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,Corticosteroid-binding globulin,P08185,SERPINA6,CBG_HUMAN,Homo sapiens
desvenlafaxine,CHEMBL1118,DB06700,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,Sodium-dependent noradrenaline transporter,P23975,SLC6A2,SC6A2_HUMAN,Homo sapiens
desvenlafaxine,CHEMBL1118,DB06700,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
desvenlafaxine,CHEMBL1118,DB06700,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
deutetrabenazine,CHEMBL3137326,DB12161,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,Synaptic vesicular amine transporter,Q05940,SLC18A2,VMAT2_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Interleukin-4,P05112,IL4,IL4_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Interleukin-5,P05113,IL5,IL5_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Nuclear receptor subfamily 1 group I member 2,O75469,NR1I2,NR1I2_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Mineralocorticoid receptor,P08235,NR3C2,MCR_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Annexin A1,P04083,ANXA1,ANXA1_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Progesterone receptor,P06401,PGR,PRGR_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Androgen receptor,P10275,AR,ANDR_HUMAN,Homo sapiens
dexamethasone,CHEMBL384467,DB01234,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Prostaglandin G/H synthase 2,P35354,PTGS2,PGH2_HUMAN,Homo sapiens
dexamethasone acetate,CHEMBL1651,NA,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
dexamethasone palmitate,NA,NA,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
dexamethasone palmitate,NA,NA,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,Mineralocorticoid receptor,P08235,NR3C2,MCR_HUMAN,Homo sapiens
dexamethasone palmitate,NA,NA,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,Progesterone receptor,P06401,PGR,PRGR_HUMAN,Homo sapiens
dexamethasone palmitate,NA,NA,CCCCCCCCCCCCCCCC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,Androgen receptor,P10275,AR,ANDR_HUMAN,Homo sapiens
dexamethasone phosphate,CHEMBL1200637,NA,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(O)(O)=O,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
dexamethasone valerate,CHEMBL1378167,NA,CCCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
dexamethasone valerate,CHEMBL1378167,NA,CCCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,Mineralocorticoid receptor,P08235,NR3C2,MCR_HUMAN,Homo sapiens
dexamethasone valerate,CHEMBL1378167,NA,CCCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,Progesterone receptor,P06401,PGR,PRGR_HUMAN,Homo sapiens
dexamethasone valerate,CHEMBL1378167,NA,CCCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO,Androgen receptor,P10275,AR,ANDR_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Amine oxidase [flavin-containing] A,P21397,MAOA,AOFA_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Synaptic vesicular amine transporter,Q05940,SLC18A2,VMAT2_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Trace amine-associated receptor 1,Q96RJ0,TAAR1,TAAR1_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Cocaine- and amphetamine-regulated transcript protein,Q16568,CARTPT,CART_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Alpha-1A adrenergic receptor,P35348,ADRA1A,ADA1A_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Alpha-2A adrenergic receptor,P08913,ADRA2A,ADA2A_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,5-hydroxytryptamine receptor 1A,P08908,HTR1A,5HT1A_HUMAN,Homo sapiens
dexamfetamine,CHEMBL612,DB01576,C[C@H](N)CC1=CC=CC=C1,Sodium-dependent noradrenaline transporter,P23975,SLC6A2,SC6A2_HUMAN,Homo sapiens
dexbrompheniramine,CHEMBL1201287,DB00405,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Alpha-2A adrenergic receptor,P08913,ADRA2A,ADA2A_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Sigma non-opioid intracellular receptor 1,Q99720,SIGMAR1,SGMR1_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Sodium-dependent noradrenaline transporter,P23975,SLC6A2,SC6A2_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,5-hydroxytryptamine receptor 2C,P28335,HTR2C,5HT2C_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Alpha-2B adrenergic receptor,P18089,ADRA2B,ADA2B_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Histamine H2 receptor,P25021,HRH2,HRH2_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Muscarinic acetylcholine receptor M4,P08173,CHRM4,ACM4_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Muscarinic acetylcholine receptor M5,P08912,CHRM5,ACM5_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Sodium-dependent dopamine transporter,Q01959,SLC6A3,SC6A3_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Alpha-1D adrenergic receptor,P25100,ADRA1D,ADA1D_HUMAN,Homo sapiens
dexchlorpheniramine,CHEMBL1201353,DB13679,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
dexetimide,CHEMBL1908364,DB08997,O=C1CC[C@@](C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,5-hydroxytryptamine receptor 6,P50406,HTR6,5HT6R_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Alpha-1B adrenergic receptor,P35368,ADRA1B,ADA1B_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,5-hydroxytryptamine receptor 7,P34969,HTR7,5HT7R_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Sodium-dependent serotonin transporter,P31645,SLC6A4,SC6A4_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,5-hydroxytryptamine receptor 2C,P28335,HTR2C,5HT2C_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,5-hydroxytryptamine receptor 1B,P28222,HTR1B,5HT1B_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,5-hydroxytryptamine receptor 1D,P28221,HTR1D,5HT1D_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Alpha-2C adrenergic receptor,P18825,ADRA2C,ADA2C_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Alpha-2B adrenergic receptor,P18089,ADRA2B,ADA2B_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Alpha-2A adrenergic receptor,P08913,ADRA2A,ADA2A_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,5-hydroxytryptamine receptor 1A,P08908,HTR1A,5HT1A_HUMAN,Homo sapiens
dexfenfluramine,CHEMBL248702,DB01191,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,Beta-1 adrenergic receptor,P08588,ADRB1,ADRB1_HUMAN,Homo sapiens
